,Beast,Shirt,Neck,Hat,Eyes,Best_Friend,Nemesis,Strength,Speed,Endurance,Intelligence,Wisdom,Charisma,Class,Element,Habitat,Attribute_X,Attribute_Y,Attribute Z,D_4_6_8_10_12_20
172,Crow,,,Viking Helmet,Monocle,#4709,#0376,12,13,12,18,9,9,Mage,Water,Swamp,73,40,9,"3, 1, 6, 3, 2, 14"
173,Pig,Red Tank,,Leaf Crown,,#6050,#0088,14,15,8,10,12,15,Mage,Fire,Island,52,58,10,"4, 3, 2, 5, 8, 7"
174,Cardinal,,,Ribbon,,#5990,#3550,16,7,12,17,14,13,Thief,Water,Mountain,48,52,2,"4, 4, 7, 8, 10, 1"
175,Panda,Green Dress,,Leaf Crown,,#2295,#2420,13,11,14,11,7,15,Mage,Water,Island,35,54,13,"4, 6, 6, 6, 3, 3"
176,Hippo,Blue Tee,,Crown,Eyepatch,#4873,#4880,13,11,10,14,9,14,Thief,Air,Plains,37,39,6,"4, 5, 8, 1, 12, 10"
177,Brown Dog,Overalls,,Blue Party Hat,3D Glasses,#3989,#6709,13,16,16,16,11,14,Mage,Fire,Island,58,46,1,"3, 5, 7, 9, 1, 10"
178,Pig,Puffy Jacket,,Pink Fairy Hat,Eyepatch,#7601,#3679,16,12,14,11,11,13,Mage,Fire,Swamp,81,92,6,"1, 4, 3, 6, 1, 14"
179,Golden Bear,Green Tee,,Leaf Crown,,#0571,#1175,10,17,12,11,17,14,Thief,Air,Plains,30,47,3,"3, 4, 3, 1, 7, 11"
180,Poison Snek,,,Blue Party Hat,,#9443,#6892,16,10,10,11,11,9,Warrior,Fire,Island,46,44,10,"1, 4, 7, 8, 5, 3"
181,Fox,Suit,,Blue Party Hat,,#7521,#1829,16,16,12,14,11,13,Thief,Water,Plains,52,51,32,"2, 2, 1, 6, 2, 4"
182,Polar Bear,Overalls,,Ribbon,,#8539,#2779,10,13,13,10,9,16,Thief,Water,Forest,31,58,27,"4, 5, 4, 10, 11, 9"
183,Blue Cat,White Shirt,Gold Chain,,,#6101,#8117,15,12,14,12,10,9,Mage,Water,Swamp,74,56,15,"2, 5, 3, 5, 8, 17"
184,Purple Monkey,White Tee,,,,#5802,#9908,12,16,15,7,11,11,Warrior,Air,Island,60,45,32,"2, 2, 4, 4, 8, 8"
185,Sheep,Toga,,Halo and Wings,Pink Goggles,#3113,#4834,13,10,13,13,10,15,Mage,Fire,Plains,70,42,1,"4, 6, 4, 7, 8, 7"
186,Lion,Suit,,Blue Party Hat,,#1015,#7390,11,11,10,9,15,14,Thief,Air,Plains,89,49,2,"4, 6, 2, 9, 1, 3"
187,Deer,,Bow Tie,,,#0697,#0085,16,11,13,11,15,10,Thief,Fire,Island,18,52,11,"2, 3, 6, 5, 7, 9"
188,Hippo,White Shirt,,Straw Hat,,#3404,#7188,13,9,11,14,11,13,Mage,Air,Island,44,45,14,"1, 2, 4, 9, 2, 6"
189,Dog,,,Blue Party Hat,,#0870,#3136,10,15,13,10,9,11,Warrior,Water,Plains,38,71,7,"2, 3, 4, 4, 10, 1"
190,Polar Bear,,,,Purple Hero Mask,#0713,#8236,11,15,11,12,15,12,Warrior,Fire,Forest,20,40,29,"3, 5, 2, 10, 9, 12"
191,Purple Hair Lion,Pink Dress,,Lightbulb,,#6569,#8458,11,10,15,14,12,13,Mage,Air,Plains,10,63,16,"1, 3, 4, 2, 3, 3"
192,Panda,Overalls,,Straw Hat,Little Glasses,#0428,#7300,7,16,17,5,11,11,Warrior,Water,Swamp,35,46,1,"2, 5, 6, 6, 7, 14"
193,Siberian Tiger,Green Tee,,Blue Party Hat,,#7609,#9158,12,12,15,9,12,18,Mage,Earth,Island,1,48,10,"4, 3, 4, 1, 7, 13"
194,Fox,Marching Band,,Brown Hat,,#0758,#0806,12,7,15,16,11,13,Mage,Fire,Forest,15,55,11,"3, 1, 6, 8, 5, 17"
195,Turtle,Blue Track Jacket,,Straw Hat,Eyepatch,#0197,#4909,15,15,5,9,15,11,Thief,Water,Plains,16,33,2,"3, 3, 1, 4, 5, 7"
196,Black Bear,,,Pink Cowboy Hat,,#7059,#4890,12,12,13,15,11,16,Warrior,Water,Forest,91,51,5,"1, 2, 8, 10, 12, 12"
197,Lion,,,Green Party Hat,Eyepatch,#0195,#4417,9,12,12,16,16,12,Warrior,Air,Plains,32,41,3,"3, 2, 8, 10, 8, 4"
198,Fox,Red Track Jacket,,Top Hat,,#9109,#0338,14,15,11,8,17,13,Mage,Air,Plains,7,55,15,"2, 1, 2, 5, 3, 5"
199,Pig,White Tee,,Brown Hat,,#8153,#3130,10,7,9,15,14,10,Warrior,Fire,Island,35,48,1,"1, 2, 4, 2, 8, 18"
200,Blue Cat,Red Tank,,Straw Hat,Eyepatch,#0598,#1514,17,11,15,11,9,11,Thief,Fire,Island,79,40,3,"3, 6, 4, 7, 6, 13"
201,Hippo,,,,,#6907,#5873,13,9,13,16,8,14,Warrior,Fire,Mountain,44,41,11,"1, 4, 4, 9, 6, 20"
202,Dog,,,Top Hat,,#6269,#4441,12,10,12,12,8,12,Thief,Earth,Island,33,57,21,"1, 1, 5, 4, 6, 4"
203,Chick,,,Pink Cowboy Hat,,#7467,#9102,13,12,15,8,12,13,Warrior,Earth,Forest,76,50,18,"4, 3, 1, 3, 7, 15"
204,Sheep,,Gold Chain,Tiara,Pink Goggles,#9672,#0301,13,10,17,13,12,16,Thief,Earth,Plains,26,47,1,"2, 2, 7, 8, 5, 11"
205,Minotaur,Royal Coat,,,,#5989,#0372,14,10,18,12,14,11,Mage,Earth,Plains,7,57,1,"4, 2, 4, 4, 8, 7"
206,Penguin,,,,,#7806,#3608,12,7,16,7,16,10,Mage,Fire,Mountain,13,54,1,"1, 2, 2, 8, 11, 20"
207,Blue Cat,,,Tiara,Laser Eyes,#8888,#8464,9,10,10,11,9,8,Warrior,Air,Forest,56,46,46,"1, 4, 1, 6, 4, 20"
208,Pink Bear,Overalls,,Witches Hat,,#9084,#4109,14,11,15,11,13,14,Mage,Water,Mountain,94,50,4,"4, 2, 8, 8, 8, 20"
209,Fox,Puffy Jacket,,Brown Hat,Steampunk Goggles,#8943,#5046,10,15,17,15,13,11,Warrior,Air,Plains,96,48,18,"3, 2, 7, 10, 8, 15"
210,Hippo,,,Green Party Hat,Eyepatch,#1148,#1103,14,13,15,11,11,15,Mage,Fire,Plains,59,37,4,"3, 5, 1, 1, 3, 14"
211,Sheep,Toga,,Purple Top Hat,,#2948,#9185,14,11,18,13,15,11,Thief,Earth,Forest,22,53,8,"3, 1, 8, 6, 4, 3"
212,Seagull,,,,Monocle,#5945,#2194,9,12,10,11,14,16,Mage,Earth,Forest,68,58,55,"3, 1, 1, 4, 11, 11"
213,Cardinal,,,,Monocle,#9014,#6591,11,9,13,11,12,10,Thief,Air,Swamp,84,43,5,"3, 4, 5, 4, 3, 11"
214,Crow,,,Brown Hat,Pink Goggles,#7579,#8317,12,10,11,13,17,9,Mage,Air,Mountain,39,57,19,"2, 2, 8, 7, 4, 6"
215,Brown Dog,Brown Jacket,,Yellow Bow,,#7408,#3342,13,15,9,13,10,11,Thief,Water,Island,83,51,24,"3, 3, 6, 10, 9, 7"
216,Cardinal,,,Chefs Hat,,#9733,#2424,11,10,11,11,14,15,Thief,Water,Swamp,39,65,8,"3, 1, 6, 6, 10, 5"
217,Turtle,,,Brown Hat,Goggles,#3075,#5695,10,7,11,13,11,15,Warrior,Water,Mountain,32,51,15,"2, 2, 4, 1, 1, 18"
218,Purple Cat,White Shirt,,Top Hat,Eyepatch,#1327,#6412,10,12,14,14,8,16,Warrior,Earth,Island,39,56,53,"2, 1, 8, 2, 2, 1"
219,Pig,White Tank,,,,#2317,#9808,17,13,13,10,15,14,Mage,Air,Island,24,42,4,"4, 3, 7, 2, 5, 7"
220,Chick,,,Viking Helmet,Eyepatch,#2582,#7786,14,10,11,18,14,8,Mage,Fire,Mountain,66,46,6,"3, 5, 5, 10, 8, 4"
221,Elephant,Suit,,Ribbon,,#0435,#3192,13,16,13,16,17,11,Mage,Fire,Mountain,97,57,5,"3, 5, 3, 4, 4, 5"
222,Purple Cat,Green Tee,,,,#3794,#1752,14,14,10,15,11,9,Warrior,Air,Mountain,35,59,7,"1, 3, 1, 10, 4, 14"
223,Black Sheep,Overalls,,,,#4803,#3235,13,18,13,14,11,9,Mage,Earth,Island,18,74,18,"1, 3, 3, 10, 2, 6"
224,Rabbit,Scarf and Sweater,,Top Hat,,#3003,#9498,11,11,10,12,14,11,Thief,Water,Plains,2,50,2,"4, 1, 2, 10, 11, 10"
225,Blue Cat,Black Jacket,,Witches Hat,,#1975,#3556,13,10,12,11,14,11,Warrior,Air,Swamp,57,54,35,"1, 2, 3, 2, 10, 19"
226,Cardinal,,,Viking Helmet,Pink Goggles,#9169,#1706,13,12,17,13,8,14,Mage,Air,Plains,44,49,9,"3, 5, 4, 2, 3, 11"
227,Tiger,Royal Coat,,,,#8995,#1790,14,18,13,13,16,13,Warrior,Water,Plains,75,53,1,"2, 5, 1, 9, 2, 6"
228,Purple Cat,White Jacket,,Straw Hat,Eyepatch,#0039,#7832,12,17,13,11,12,12,Mage,Fire,Swamp,88,34,6,"1, 4, 7, 10, 3, 16"
229,Brown Dog,Royal Coat,,,,#0700,#8953,11,9,16,13,9,11,Thief,Earth,Swamp,97,57,3,"1, 3, 7, 7, 1, 8"
230,Fox,Purple Robe,,Straw Hat,,#6146,#6942,11,8,12,11,14,10,Warrior,Earth,Island,72,56,6,"3, 2, 7, 6, 4, 9"
231,Fox,,Gold Chain,Top Hat,,#4217,#8226,16,13,18,15,14,12,Thief,Air,Swamp,13,49,9,"1, 3, 7, 4, 2, 15"
232,Deer,Red Tee,,Top Hat,,#1562,#0165,15,14,10,13,11,12,Warrior,Air,Swamp,35,47,9,"1, 5, 2, 7, 6, 14"
233,Pig,White Tank,,Halo,Pink Goggles,#0827,#7338,8,16,16,15,15,14,Thief,Earth,Swamp,1,43,11,"4, 1, 3, 5, 4, 10"
234,Polar Bear,Toga,,,,#5888,#5904,16,7,10,12,11,11,Thief,Air,Plains,71,43,3,"1, 5, 2, 4, 2, 5"
235,Monkey,White Tank,,Viking Helmet,,#7083,#8747,13,16,15,11,17,12,Warrior,Air,Island,47,36,7,"1, 6, 8, 5, 7, 18"
236,Polar Bear,,,Straw Hat,,#5957,#5575,12,15,12,14,17,11,Mage,Earth,Forest,93,63,48,"1, 3, 2, 6, 4, 17"
237,Chick,,,,,#3333,#8390,17,7,7,12,14,15,Warrior,Water,Swamp,55,55,1,"1, 2, 3, 4, 11, 10"
238,Monkey,White Tee,,,,#1230,#8135,16,11,15,11,10,12,Warrior,Water,Island,30,44,3,"1, 1, 5, 7, 9, 14"
239,Poison Snek,,,Brown Hat,,#5690,#9869,11,14,17,11,8,13,Warrior,Fire,Plains,73,64,3,"1, 4, 5, 7, 9, 14"
240,Green Cat,White Tee,,Brown Hat,,#2679,#6577,13,14,8,11,11,8,Warrior,Fire,Plains,9,65,22,"2, 4, 6, 9, 5, 4"
241,Rabbit,Scarf and Sweater,,,Eyepatch,#8366,#1056,14,16,13,12,17,11,Warrior,Earth,Mountain,34,50,12,"1, 3, 1, 8, 8, 13"
242,Seagull,,,,,#6753,#5793,13,10,16,12,9,11,Warrior,Water,Swamp,79,50,5,"1, 4, 7, 3, 1, 6"
243,Rabbit,Royal Coat,,Brown Hat,Eyepatch,#7188,#5565,16,16,12,9,14,15,Mage,Earth,Mountain,16,47,6,"4, 2, 7, 5, 11, 8"
244,Black Bear,Green Dress,,Crown,Eyepatch,#7073,#0287,12,8,15,13,14,11,Mage,Air,Island,68,50,1,"3, 2, 4, 4, 10, 1"
245,Rabbit,White Tank,,Witches Hat,,#3330,#9639,13,15,11,14,14,12,Warrior,Fire,Mountain,71,50,9,"4, 6, 8, 4, 9, 6"
246,Deer,Brown Jacket,,Straw Hat,,#5267,#6926,14,15,11,16,14,13,Warrior,Fire,Mountain,46,58,8,"2, 5, 1, 5, 9, 3"
247,Brown Dog,,,Ribbon,,#6637,#5933,16,10,15,15,18,14,Mage,Air,Forest,11,44,6,"3, 3, 2, 9, 7, 4"
248,Black Bear,Red Tank,Gold Chain,Pink Cowboy Hat,,#4953,#0717,14,9,10,12,15,11,Mage,Fire,Swamp,99,74,23,"3, 5, 4, 1, 11, 4"
249,Elephant,Blue Tee,,Green Top Hat,,#5589,#5716,10,10,16,13,15,15,Mage,Earth,Forest,25,68,26,"4, 4, 7, 4, 8, 13"
250,Fox,White Tee,,Wizard Hat,Laser Eyes,#7274,#7049,9,16,14,13,14,12,Thief,Air,Mountain,20,53,38,"4, 6, 5, 8, 12, 18"
251,Bear,Royal Coat,,Brown Hat,,#4194,#1202,13,11,9,16,14,9,Thief,Fire,Forest,82,69,11,"1, 2, 6, 7, 4, 16"
252,Black Bear,White Tank,,,Pink Goggles,#7406,#2459,12,5,9,15,10,14,Mage,Air,Plains,66,48,2,"3, 4, 8, 7, 11, 6"
253,Crow,,,Viking Helmet,,#8553,#2140,14,11,8,12,13,12,Thief,Earth,Mountain,22,57,3,"4, 1, 3, 8, 10, 6"
254,Golden Bear,Red Tee,,Pink Fairy Hat,3D Glasses,#6908,#8663,17,15,13,13,10,11,Thief,Water,Island,95,47,1,"1, 1, 3, 3, 10, 11"
255,Black Sheep,White Shirt,,Straw Hat,,#9061,#6453,14,10,10,11,10,15,Mage,Fire,Island,91,43,1,"2, 3, 4, 6, 1, 20"
256,Hippo,Red Tank,,Construction Helmet,Monocle,#9233,#3104,11,16,12,12,16,14,Mage,Air,Mountain,16,63,8,"1, 6, 3, 1, 6, 19"
257,Siberian Tiger,Green Tee,Bow Tie,Yellow Bow,,#1751,#0418,8,10,14,15,12,14,Thief,Air,Mountain,81,60,7,"1, 3, 5, 8, 9, 19"
258,Duck,,,Pink Fairy Hat,Pink Goggles,#1267,#7161,15,13,12,14,15,17,Thief,Water,Forest,35,49,13,"4, 4, 5, 1, 8, 2"
259,Purple Cat,,,,,#2520,#0522,18,14,15,12,15,13,Warrior,Earth,Forest,25,27,1,"1, 1, 5, 7, 6, 12"
260,Brown Dog,Green Dress,,Wizard Hat,,#3488,#6208,15,15,8,10,15,15,Thief,Fire,Mountain,42,46,4,"1, 1, 6, 10, 8, 1"
261,Dog,Armor and Cape,,Top Hat,,#6315,#0405,4,13,14,10,14,15,Mage,Earth,Swamp,76,46,72,"2, 1, 7, 6, 8, 5"
262,Penguin,,,Blue Beanie,,#5450,#1361,12,12,15,16,13,11,Thief,Water,Forest,79,65,23,"4, 2, 2, 10, 6, 9"
263,Panda,Blue Track Jacket,,,Pink Goggles,#7509,#8037,14,15,15,14,9,13,Thief,Water,Swamp,11,45,5,"2, 4, 8, 5, 8, 14"
264,Lion,Bee Costume,,Purple Top Hat,,#5128,#5818,12,13,17,8,11,16,Thief,Air,Mountain,25,51,11,"4, 3, 6, 10, 3, 3"
265,Minotaur,Puffy Jacket,,Top Hat,,#1711,#0672,12,14,9,11,16,13,Warrior,Air,Mountain,25,44,15,"3, 1, 7, 9, 12, 13"
266,Lion,Toga,,,,#7979,#1583,16,12,18,13,14,13,Thief,Air,Swamp,23,42,7,"1, 2, 4, 7, 9, 10"
267,Brown Dog,Royal Coat,,Ribbon,Pink Goggles,#5305,#0875,9,16,10,13,16,12,Mage,Water,Swamp,55,56,12,"4, 3, 7, 7, 4, 20"
268,Turtle,Green Tee,,Ribbon,Pink Goggles,#0466,#4650,15,9,14,13,16,8,Mage,Water,Island,77,47,12,"4, 3, 5, 7, 9, 13"
269,Turtle,Red Tee,,Straw Hat,Eyepatch,#1970,#8171,8,12,17,8,11,14,Mage,Earth,Forest,79,40,22,"3, 6, 5, 4, 2, 5"
270,Fox,Flannel,,,,#8504,#0933,7,13,9,11,15,10,Warrior,Water,Mountain,57,54,15,"3, 5, 2, 1, 7, 20"
271,Siberian Tiger,Overalls,,Straw Hat,,#7491,#9090,12,10,11,16,10,15,Thief,Fire,Island,6,45,11,"4, 2, 1, 3, 1, 5"
272,Polar Bear,Brown Robe,,Top Hat,Eyepatch,#4460,#3546,14,14,12,18,13,13,Warrior,Fire,Swamp,42,43,4,"4, 5, 4, 3, 12, 7"
273,Black Bear,Suit,,,,#6212,#0361,8,12,12,9,14,9,Mage,Water,Plains,97,62,1,"3, 1, 7, 3, 3, 9"
274,Bear,,,,Eyepatch,#9336,#4476,13,13,9,12,11,14,Thief,Fire,Swamp,12,47,13,"3, 3, 6, 8, 12, 15"
275,Cardinal,,,Blue Party Hat,,#9274,#5826,12,11,16,12,14,18,Warrior,Water,Swamp,77,55,51,"1, 3, 3, 5, 5, 20"
276,Green Hair Lion,Red Tee,Gold Chain,,Eyepatch,#0105,#1315,17,13,11,13,13,15,Mage,Earth,Island,62,34,4,"4, 5, 1, 5, 4, 3"
277,Black Sheep,Red Track Jacket,,Pink Cowboy Hat,,#9421,#8627,10,10,11,14,14,13,Thief,Air,Swamp,85,49,13,"2, 2, 2, 10, 12, 11"
278,Tiger,Overalls,,Ribbon,,#9214,#0485,12,14,16,13,13,10,Warrior,Fire,Mountain,48,56,3,"1, 5, 7, 7, 11, 13"
279,Polar Bear,Blue Tee,Gold Chain,Blue Bow,,#8925,#0726,12,16,13,10,15,10,Mage,Earth,Mountain,85,63,3,"2, 5, 1, 4, 6, 2"
280,Pink Bear,,,Chefs Hat,,#9544,#3867,12,8,9,10,10,10,Warrior,Fire,Plains,81,48,13,"2, 3, 8, 5, 12, 18"
281,Purple Cat,,,Red Party Hat,,#4291,#2156,15,14,8,17,7,16,Warrior,Earth,Plains,8,44,12,"1, 4, 1, 5, 7, 14"
282,Rabbit,Bee Costume,,,,#2715,#9296,6,11,10,11,14,3,Warrior,Water,Mountain,84,66,5,"2, 4, 3, 6, 7, 17"
283,Duck,,,Straw Hat,,#3169,#0593,5,11,15,12,10,12,Warrior,Fire,Plains,57,41,1,"2, 5, 6, 10, 5, 2"
284,Polar Bear,Overalls,,Wizard Hat,,#2423,#2518,15,15,7,16,14,7,Warrior,Fire,Plains,54,39,28,"2, 6, 6, 9, 1, 20"
285,Polar Bear,Suit,,Straw Hat,,#5162,#9935,12,12,11,16,10,10,Warrior,Water,Mountain,79,59,29,"1, 2, 5, 10, 11, 15"
286,Turtle,Puffy Jacket,,Top Hat,,#0749,#6319,13,18,10,11,13,8,Mage,Fire,Forest,68,40,36,"3, 6, 8, 5, 5, 6"
287,Tiger,Toga,,,,#3890,#0244,16,13,13,14,11,11,Mage,Water,Forest,30,42,20,"2, 4, 8, 2, 1, 20"
288,Panda,Puffy Jacket,,Pink Cowboy Hat,Eyepatch,#0167,#2171,14,10,11,13,14,13,Warrior,Air,Plains,99,41,30,"1, 4, 2, 6, 8, 7"
289,Sheep,Puffy Jacket,,Blue Bow,Eyepatch,#5782,#4993,10,14,15,14,12,14,Warrior,Water,Mountain,62,42,19,"3, 3, 2, 10, 4, 6"
290,Black Sheep,Blue Track Jacket,,Yellow Bow,,#6679,#6087,16,13,15,11,13,16,Thief,Fire,Plains,30,33,12,"1, 5, 8, 10, 12, 5"
291,Polar Bear,Green Tee,,Construction Helmet,,#8675,#5877,12,12,11,10,12,16,Warrior,Fire,Plains,59,49,30,"1, 2, 3, 6, 12, 4"
292,Panda,Green Tee,,Straw Hat,Monocle,#6959,#5074,12,13,12,10,14,11,Thief,Water,Forest,32,53,7,"2, 6, 2, 1, 3, 10"
293,Lion,Black Jacket,,Green Bow,,#4145,#1040,14,11,18,13,16,13,Thief,Earth,Forest,25,55,19,"1, 1, 4, 9, 5, 3"
294,Chick,,,Straw Hat,Green Hero Mask,#9238,#7714,15,14,14,13,11,14,Mage,Earth,Plains,8,53,7,"2, 5, 4, 8, 11, 1"
295,Poison Snek,,,Halo,,#6072,#2298,11,14,13,11,14,9,Thief,Air,Island,6,29,1,"2, 3, 1, 1, 6, 19"
296,Siberian Tiger,Red Tank,Bow Tie,Blue Bow,,#9878,#7743,8,16,14,10,10,10,Thief,Water,Mountain,66,51,53,"1, 1, 8, 6, 3, 9"
297,Polar Bear,Royal Coat,,Top Hat,,#5018,#9443,11,15,13,12,13,11,Thief,Fire,Forest,29,40,1,"3, 6, 2, 8, 5, 9"
298,Brown Dog,Red Tee,Bow Tie,Pink Cowboy Hat,,#7139,#0453,10,11,13,15,9,13,Warrior,Water,Plains,45,50,5,"1, 3, 1, 3, 12, 19"
299,Turtle,,Bow Tie,Blue Beanie,,#6581,#7313,15,12,17,9,14,12,Thief,Earth,Plains,11,68,2,"4, 1, 1, 1, 12, 13"
300,Pink Bear,Green Dress,,,,#0504,#3283,9,11,17,13,11,14,Mage,Air,Swamp,31,59,1,"4, 3, 8, 2, 6, 16"
301,Pink Bear,White Shirt,,Brown Hat,,#8793,#0204,13,15,12,10,13,16,Thief,Water,Forest,29,53,11,"4, 5, 2, 10, 8, 2"
302,Rhino,Red Track Jacket,,Witches Hat,,#7654,#8132,15,13,13,16,8,12,Mage,Water,Island,52,64,2,"2, 1, 1, 7, 10, 12"
303,Purple Monkey,Royal Coat,,,,#3634,#3531,9,14,8,16,8,11,Warrior,Air,Mountain,82,53,39,"2, 6, 7, 6, 1, 1"
304,Monkey,Blazer Tee,,,,#9554,#4013,14,12,10,9,10,11,Mage,Water,Mountain,46,52,21,"1, 1, 6, 2, 6, 9"
305,Purple Cat,Green Tee,,Blue Beanie,Pink Goggles,#4114,#5724,15,14,14,11,6,11,Mage,Earth,Mountain,43,47,1,"1, 6, 5, 1, 7, 8"
306,Chick,,,Pink Fairy Hat,,#3205,#2839,13,12,12,12,11,11,Warrior,Earth,Swamp,89,49,3,"3, 2, 6, 9, 11, 5"
307,Bear,Black Hoodie,,Blue Party Hat,,#0800,#6770,15,16,14,14,16,12,Thief,Air,Swamp,97,43,12,"1, 1, 2, 7, 6, 11"
308,Bear,White Jacket,,Top Hat,Eyepatch,#9702,#1081,17,16,18,12,15,16,Warrior,Fire,Swamp,17,52,4,"1, 6, 3, 10, 4, 11"
309,Sheep,White Shirt,,Wizard Hat,,#6938,#2680,10,12,14,16,10,11,Thief,Fire,Island,5,50,4,"4, 3, 8, 5, 6, 10"
310,Brown Dog,,,Straw Hat,,#3620,#8669,8,14,12,7,10,13,Thief,Air,Mountain,91,37,27,"1, 6, 1, 3, 1, 3"
311,Black Sheep,Red Tank,,,,#7347,#9721,14,11,10,13,13,11,Warrior,Fire,Mountain,45,40,5,"2, 1, 7, 8, 7, 14"
312,Fox,White Tee,,Brown Hat,,#5740,#8054,5,10,14,11,13,13,Thief,Air,Island,71,37,4,"3, 6, 4, 9, 8, 19"
313,Purple Cat,Bee Costume,,Brown Hat,,#6036,#7245,13,12,12,8,16,16,Mage,Earth,Island,44,65,35,"2, 3, 6, 8, 11, 20"
314,Fox,Green Tee,Bow Tie,Blue Party Hat,,#3231,#4938,14,13,9,8,13,11,Mage,Fire,Plains,59,47,40,"2, 4, 4, 4, 9, 9"
315,Duck,,,Yellow Bow,Purple Hero Mask,#6129,#9458,14,17,14,14,14,16,Thief,Fire,Swamp,86,62,1,"4, 6, 3, 6, 4, 13"
316,Penguin,,,Ribbon,,#9005,#1198,12,17,14,11,12,15,Mage,Fire,Forest,22,60,19,"1, 5, 5, 9, 12, 10"
317,Green Cat,Blue Track Jacket,,Brown Hat,,#9971,#5973,10,10,16,13,11,13,Thief,Fire,Island,75,50,13,"4, 5, 6, 3, 4, 14"
318,Elephant,,,Crown,Eyepatch,#0797,#4911,11,8,10,13,15,14,Warrior,Air,Forest,79,31,13,"4, 4, 7, 9, 9, 15"
319,Elephant,Overalls,,,,#8028,#1341,12,14,14,8,9,12,Thief,Air,Swamp,64,65,10,"3, 3, 7, 10, 10, 6"
320,Deer,,Bow Tie,Green Party Hat,Pink Goggles,#9315,#9519,10,10,17,10,14,11,Warrior,Air,Island,56,45,7,"1, 6, 8, 7, 11, 19"
321,Green Cat,,Bow Tie,Pink Fairy Hat,,#9732,#4884,12,11,16,10,15,13,Warrior,Air,Swamp,5,51,12,"1, 5, 4, 8, 5, 1"
322,Hippo,Overalls,,Purple Top Hat,,#6143,#8863,15,16,11,13,11,13,Warrior,Earth,Swamp,67,54,5,"3, 4, 1, 8, 2, 6"
323,Siberian Tiger,White Shirt,Bow Tie,Blue Party Hat,,#2472,#7898,11,14,11,14,12,10,Thief,Fire,Swamp,60,53,36,"2, 3, 7, 8, 2, 20"
324,Green Hair Lion,Blue Tee,,Red Party Hat,,#3640,#5269,11,12,14,13,11,14,Warrior,Earth,Island,87,53,4,"1, 3, 1, 10, 3, 13"
325,Purple Cat,Royal Coat,,Leaf Crown,,#3686,#9014,8,11,12,12,9,11,Warrior,Earth,Forest,60,45,6,"1, 2, 1, 6, 12, 3"
326,Purple Cat,Black Hoodie,,,,#6254,#1476,10,13,11,14,12,16,Mage,Air,Plains,52,45,1,"4, 2, 7, 3, 7, 14"
327,Sheep,,,Purple Top Hat,,#1405,#0714,16,13,10,14,12,15,Mage,Fire,Mountain,40,33,21,"2, 1, 2, 1, 12, 9"
328,Dog,Blazer Tee,,Leaf Crown,Laser Eyes,#1745,#8379,12,17,15,16,11,12,Warrior,Air,Swamp,67,57,9,"2, 5, 2, 9, 12, 19"
329,Rhino,White Shirt,,,Monocle,#3076,#4402,11,14,11,14,15,12,Thief,Air,Forest,97,44,31,"2, 1, 3, 3, 6, 19"
330,Lion,Flannel,,,Eyepatch,#8844,#4057,5,14,14,13,13,18,Thief,Air,Forest,10,48,23,"4, 3, 6, 8, 1, 7"
331,Lion,Green Tee,Gold Chain,Red Beanie,3D Glasses,#4852,#2440,10,18,10,14,11,13,Thief,Fire,Mountain,91,32,11,"1, 3, 2, 9, 8, 8"
332,Black Bear,Overalls,,Green Bow,,#2246,#9946,14,11,14,16,11,14,Thief,Water,Swamp,43,50,2,"2, 4, 2, 3, 6, 2"
333,Fox,Blue Tank,,Straw Hat,Little Glasses,#2435,#8081,13,11,17,17,9,15,Thief,Fire,Swamp,22,67,1,"1, 6, 5, 8, 9, 9"
334,Purple Cat,Green Dress,,Wizard Hat,,#3108,#1143,12,9,12,10,11,10,Warrior,Air,Island,91,55,5,"4, 3, 3, 4, 6, 18"
335,Brown Dog,Puffy Jacket,,,Monocle,#9140,#9905,10,11,15,16,12,7,Warrior,Fire,Mountain,39,50,2,"4, 5, 3, 7, 7, 17"
336,Pink Bear,,Gold Chain,Ribbon,Pink Goggles,#2636,#9798,11,11,13,14,12,7,Thief,Air,Island,54,50,2,"4, 4, 1, 9, 4, 15"
337,Monkey,,,Yellow Bow,Eyepatch,#8067,#2650,16,11,11,12,12,14,Warrior,Earth,Forest,87,60,5,"4, 1, 7, 8, 8, 13"
338,Purple Cat,Blue Tee,Gold Chain,,,#8841,#0198,11,11,11,15,14,13,Mage,Water,Mountain,78,40,12,"1, 1, 5, 8, 10, 20"
339,Brown Dog,,,Construction Helmet,,#8474,#6997,13,13,12,11,12,16,Mage,Air,Swamp,73,51,1,"3, 4, 1, 6, 5, 14"
340,Green Cat,Brown Jacket,,Green Party Hat,,#1270,#2762,15,11,15,9,14,9,Mage,Fire,Forest,45,57,23,"4, 6, 8, 1, 10, 14"
341,Seagull,,,Blue Bow,Steampunk Goggles,#0895,#7344,10,15,15,12,12,16,Warrior,Earth,Forest,75,54,3,"1, 4, 5, 4, 2, 16"
342,Siberian Tiger,Brown Jacket,,Ribbon,Goggles,#9611,#0616,12,14,10,16,15,12,Mage,Fire,Island,99,48,21,"4, 5, 4, 2, 7, 8"
343,Pink Bear,Overalls,,Purple Top Hat,,#0403,#8526,11,15,14,8,11,12,Thief,Fire,Swamp,2,50,10,"1, 4, 6, 3, 1, 8"
344,Panda,,Gold Chain,Straw Hat,Monocle,#1938,#2411,7,12,17,9,11,11,Mage,Fire,Plains,3,71,2,"1, 2, 8, 6, 2, 5"
